# Region          : all region0
# Cells           : 200
# Volume          : 1.6000000000e-06
# Time            	volAverage(Ts)	volAverage(targas)
0.05              	3.1287196630e+02	5.1702723959e-01
0.1               	3.2530031245e+02	7.5083994605e-01
0.15              	3.3727281918e+02	8.6134969274e-01
0.2               	3.4882265535e+02	9.1756687151e-01
0.25              	3.5998013428e+02	9.4805108211e-01
0.3               	3.7077306654e+02	9.6556885379e-01
0.35              	3.8122686690e+02	9.7617327121e-01
0.4               	3.9136463478e+02	9.8289454217e-01
0.45              	4.0120723440e+02	9.8733041500e-01
0.5               	4.1077339585e+02	9.9035248530e-01
